 "players_name" , "team_name" ,
 "Loïc Rémy" , "Chelsea" ,
 "Luca Toni" , "Hellas Verona" ,
 "Lucas Domingues Piazon" , "Chelsea" ,
 "Lukas Josef Podolski" , "Internazionale" ,
 "Lukas Spendlhofer" , "Internazionale" ,
 "Maarten Boddaert" , "FC Den Bosch" ,
 "Maarten Stekelenburg" , "Fulham Football Club" ,
 "Marcelo Brozović" , "Internazionale" ,
 "Wulfert Cornelius van Ginkel" , "Chelsea" ,
 "Marcus Bettinelli" , "Fulham Football Club" ,
 "Marko Dmitrović" , "Charlton Athletic FC" ,
 "Marko Marin" , "Chelsea" ,
 "Matías Agustín Silvestre" , "Internazionale" ,
 "Matej Delač" , "Chelsea" ,
 "Mateo Kovačić" , "Internazionale" ,
 "Martinus Franciscus van Huijgevoort" , "FC Den Bosch" ,
 "Mathieu James Smith" , "Fulham Football Club" ,
 "Mattia Valoti" , "Hellas Verona" ,
 "Mauro Emanuel Icardi Rivero" , "Internazionale" ,
 "Buomesca Tué Na Bangna" , "Fulham Football Club" ,
 "Michael Rabušič" , "Hellas Verona" ,
 "Miloš Veljković" , "Charlton Athletic FC" ,
 "Mohamed Salah Ghaly" , "Chelsea" ,
 "Mohamed Salim Fares" , "Hellas Verona" ,
 "Moreno Rutten" , "FC Den Bosch" ,
 "Morgan Alexander Fox" , "Charlton Athletic FC" ,
 "Mounir Obbadi" , "Hellas Verona" ,
 "Moussa Dembélé" , "Fulham Football Club" ,
 "Nícolas David Andrade" , "Hellas Verona" ,
 "Nathan Benjamin Aké" , "Chelsea" ,
 "Nathaniel Nyakie Chalobah" , "Chelsea" ,
 "Neil Leonard Dula Etheridge" , "Charlton Athletic FC" ,
 "Nemanja Matić" , "Chelsea" ,
 "Nemanja Vidić" , "Internazionale" ,
 "Nicholas David Pope" , "Charlton Athletic FC" ,
 "Nicolás Federico López Alonso" , "Hellas Verona" ,
 "Oguchialu Chijioke Onyewu" , "Charlton Athletic FC" ,
 "Oriol Romeu Vidal" , "Chelsea" ,
 "Panagiotis Tachtsidis" , "Hellas Verona" ,
 "Patrick John Joseph Roberts" , "Fulham Football Club" ,
 "Pierluigi Gollini" , "Hellas Verona" ,
 "Piotr Parzyszek" , "Charlton Athletic FC" ,
 "Rômulo Souza Orestes Caldeira" , "Hellas Verona" ,
 "Rafael Márquez Álvarez" , "Hellas Verona" ,
 "Rafael Marques Pinto" , "Hellas Verona" ,
 "Rafael de Andrade Bittencourt Pinheiro" , "Hellas Verona" ,
 "Raffaele Di Gennaro" , "Internazionale" ,
 "Ramires Santos" , "Chelsea" ,
 "do Nascimento" , "Chelsea" ,
 "Rene Krhin" , "Internazionale" ,
 "Reza Ghoochannejhad Nournia" , "Charlton Athletic FC" ,
 "Rhoys Barrie Wiggins" , "Charlton Athletic FC" ,
 "Ricardo Gabriel Álvarez" , "Internazionale" ,
 "Rodrigo Sebastián Palacio Alcalde" , "Internazionale" ,
 "Ross McCormack" , "Fulham Football Club" ,
 "Rubén Alejandro Botta Montero" , "Internazionale" ,
 "Ruben Ira Loftus-Cheek" , "Chelsea" ,
 "Ryan Tunnicliffe" , "Fulham Football Club" ,
 "Ryan Dale Williams" , "Fulham Football Club" ,
 "Samir Handanović" , "Internazionale" ,
 "Samuele Longo" , "Internazionale" ,
 "Saphir Sliti Taïder" , "Internazionale" ,
 "Scott Matthew Parker" , "Fulham Football Club" ,
 "Seko Mohamed Fofana" , "Fulham Football Club" ,
 "Shaun Matthew Hutchinson" , "Fulham Football Club" ,
 "Simon Richard Church" , "Charlton Athletic FC" ,
 "Simone Calvano" , "Hellas Verona" ,
 "Simone Pasa" , "Internazionale" ,
 "Stephen Roy Arthurworrey" , "Fulham Football Club" ,
 "Stephen Henderson" , "Charlton Athletic FC" ,
 "Tal Ben Haim" , "Charlton Athletic FC" ,
 "Tareiq Marcus Holmes-Dennis" , "Charlton Athletic FC" ,
 "Thibaut Nicolas Marc Courtois" , "Chelsea" ,
 "Thorgan Ganael Francis Hazard" , "Chelsea" ,
 "Tim Hofstede" , "FC Den Bosch" ,
 "Tim Hoogland" , "Fulham Football Club" ,
 "Tomáš Kalas" , "Chelsea" ,
 "Tom Oliver Richards" , "Fulham Football Club" ,
 "Tommaso Berni" , "Internazionale" ,
 "Anthony Watt" , "Charlton Athletic FC" ,
 "Ulises Alejandro Dávila Plascencia" , "Chelsea" ,
 "Evangelos Moras" , "Hellas Verona" ,
 "Victor Moses" , "Chelsea" ,
 "Willian Borges da Silva" , "Chelsea" ,
 "Xherdan Shaqiri" , "Internazionale" ,
 "Yoni Buyens" , "Charlton Athletic FC" ,
 "Yuto Nagatomo" , "Internazionale" ,
 "Zdravko Kuzmanović" , "Internazionale" ,
 "Ariel Harush" , "Maccabi Netanya" ,
 "Alexandre Coeff" , "Royal Mouscron-Péruwelz" ,
 "Artur Golański" , "ŁKS Łódź" ,
 "Szymon Salski" , "ŁKS Łódź" ,
 "Olarenwaju Ayobami Kayode" , "Maccabi Netanya" ,
 "Younès Kadri" , "MC El-Eulma" ,
 "Anthony Ouasfane" , "Toulon" ,
 "George Alexandru Pușcaș" , "Internazionale" ,
 "Pesamino Victor" , "PanSa East FC" ,
 "Terrence Sinapati" , "PanSa East FC" ,
 "Christopher Bazerque" , "Petite Rivière Noire SC" ,
 "Leigh David Franks" , "Harrogate Town" ,
 "Farès Hamiti" , "MC El-Eulma" ,
 "Nacer Hammami" , "MC El-Eulma" ,
 "Arkadiusz Stanisław Mysona" , "ŁKS Łódź" ,
 "Kim Kwang-Hyok" , "4.25" ,
 "Lamine Djaballah" , "Toulon" ,
 "Pak Chol-Min" , "4.25" ,
 "Touvarno Pinas" , "Ironi Kiryat Shmona" ,
 "Craig Robert Nelthorpe" , "Harrogate Town" ,
 "Hermann Hyacinthe Ouédraogo" , "US Ouagadougou" ,
 "Adrien Rochet" , "Ironi Kiryat Shmona" ,
 "Lartee Jackson" , "Invincible Eleven" ,
 "Thomas Eisfeld" , "Fulham Football Club" ,
 "Jake Carl Speight" , "Harrogate Town" ,
 "Omer Peretz" , "Maccabi Netanya" ,
 "Rodgers Kola" , "Ironi Kiryat Shmona" ,
 "Moshe Abutbul" , "Ironi Kiryat Shmona" ,
 "Albert Kaçi" , "KF Ada Velipojë" ,
 "Andrej Pečnik" , "SAK Celovec/Klagenfurt" ,
 "Shota Grigalashvili" , "FC Borjomi" ,
 "Godfrey Baniau" , "Hekari United FC" ,
 "Shir Tzedek" , "Ironi Kiryat Shmona" ,
 "Amer Msaroh" , "Maccabi Netanya" ,
 "Aviv Avraham" , "Maccabi Netanya" ,
 "John George Terry" , "Chelsea" ,
 "Emboaba Júnior" , "Chelsea" ,
 "Oscar dos Santos" , "Chelsea" ,
 "Roi Kahat" , "Ironi Kiryat Shmona" ,
 "John Krause" , "Worcester Kings" ,
 "Amit Ben Shushan" , "Maccabi Netanya" ,
 "Almondo Fricain" , "Petite Rivière Noire SC" ,
 "Stav Zalait" , "Maccabi Netanya" ,
 "Taniela Evo Waqa" , "Hekari United FC" ,
 "Darijo Biščan" , "SAK Celovec/Klagenfurt" ,
 "Mohamed Nassim Ousserir" , "MC El-Eulma" ,
 "Christopher Michael Hall" , "Harrogate Town" ,
 "Kévin Boli" , "Royal Mouscron-Péruwelz" ,
 "Choe Chol-Man" , "4.25" ,
 "Nam Song Chol" , "4.25" ,
 "Ri Myong-Sam" , "4.25" ,
 "Eyad Abu Abaid" , "Maccabi Netanya" ,
 "Francesc Fàbregas Soler" , "Chelsea" ,
 "Tébily Didier Yves Drogba" , "Chelsea" ,
 "Petr Čech" , "Chelsea" ,
 "Jean Gurty Earny Winny Calambé" , "Petite Rivière Noire SC" ,
 "Lloyd Kerry" , "Harrogate Town" ,
 "Guy Haimov" , "Ironi Kiryat Shmona" ,
 "Wallace Oliveira dos Santos" , "Chelsea" ,
 "David Muta" , "Hekari United FC" ,
 "Melvin Jalka King" , "Invincible Eleven" ,
 "Válery Mézague" , "Toulon" ,
 "Lamin Conateh" , "Arameiska-Syrianska Botkyrka IF" ,
 "Kassio Fernandes Magalhães" , "Ironi Kiryat Shmona" ,
 "Gal Mayo" , "Ironi Kiryat Shmona" ,
 "Viki Kahlon" , "Maccabi Netanya" ,
 "Vladimir Brown" , "Ironi Kiryat Shmona" ,
 "Steeven Langil" , "Royal Mouscron-Péruwelz" ,
 "Nassim Oussalah" , "MC El-Eulma" ,
 "Yarin Hassan" , "Maccabi Netanya" ,
 "Raymond Gunemba" , "Hekari United FC" ,
 "John Pareanga" , "Matavera" ,
 "Mun In-Guk" , "4.25" ,
 "Adel Maïza" , "MC El-Eulma" ,
 "Iosefa Maposua" , "PanSa East FC" ,
 "Romário Santos Pires" , "Maccabi Netanya" ,
 "David Michael McGurk" , "Harrogate Town" ,
 "Orr Barouch" , "Maccabi Netanya" ,
 "Leslie Kalai" , "Hekari United FC" ,
 "Shane Adam Killock" , "Harrogate Town" ,
 "Dimitri Mohamed" , "Royal Mouscron-Péruwelz" ,
 "Eric Wright" , "Invincible Eleven" ,
 "Matthew Philip Heath" , "Harrogate Town" ,
 "Rhys Meynell" , "Harrogate Town" ,
 "Pierrick Cros" , "Royal Mouscron-Péruwelz" ,
 "Hugues-Wilfried Hamed Dah" , "US Ouagadougou" ,
 "Oded Elkayam" , "Ironi Kiryat Shmona" ,
 "Ahad Azam" , "Ironi Kiryat Shmona" ,
 "Ran Rol" , "Maccabi Netanya" ,
 "Kila Iaravai" , "Hekari United FC" ,
 "Ofir Mizrahi" , "Ironi Kiryat Shmona" ,
 "Stefano Rodney Rijssel" , "SV Leo Victor" ,
 "Shimon Harush" , "Maccabi Netanya" ,
 "Kasper Povlsen" , "AGF" ,
 "Bryan Xavier Anastatia" , "CRKSV Jong Holland" ,
 "Samuel Brill" , "Austin Aztex" ,
 "Leonard Griffin" , "Austin Aztex" ,
 "Daniel Victor Stanese" , "FC Augsburg II" ,
 "Hani Najm A'deen Awadh Bait Saleem Al-Sabti" , "Dhofar S.C.S.C." ,
 "Hani Najm A'deen Awadh Bait Saleem Al-Sabti" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Kasun Nadika Jayasuriya" , "Ratnam SC" ,
 "Mechack Jérôme" , "Austin Aztex" ,
 "Vaggelis Koutsoures" , "Eordaikos 2007" ,
 "Maksim Aleksandrovich Protserov" , "FC Metallurg Vyksa" ,
 "Yordany Álvarez Oropeza" , "Austin Aztex" ,
 "Miguel Gallardo Aparicio" , "Austin Aztex" ,
 "Jamie Kyle Watson" , "Austin Aztex" ,
 "Oren Nissim" , "Hapoel Kfar Saba" ,
 "Kim Aabech" , "AGF" ,
 "Pavel Alekseyevich Zagonenko" , "FC Metallurg Vyksa" ,
 "Jatin Bisht Singh" , "ONGC" ,
 "Ayeni Bidemi Daniel" , "Langsning" ,
 "Ella Vanhanen" , "Åland United" ,
 "Semyon Maksimovich Khokhin" , "FC Metallurg Vyksa" ,
 "Michael Benjamin Callahan" , "Austin Aztex" ,
 "Kendell McFayden" , "Austin Aztex U23" ,
 "Kendell McFayden" , "Austin Aztex" ,
 "Andreas Retz Laudrup" , "AGF" ,
 "Milton Blanco" , "Austin Aztex U23" ,
 "Ivan Valeryevich Tarasov" , "FC Metallurg Vyksa" ,
 "Dumitru Celeadnic" , "FC Speranţa Crihana Veche" ,
 "Maxwell Ramon Griffin" , "Austin Aztex" ,
 "Daler Tukhtasunov" , "Ravshan Kulob" ,
 "Mark Kelo Leslie" , "F.C. Belize" ,
 "Lukas Fernandes" , "AGF" ,
 "Marianna Tolvanen" , "Åland United" ,
 "Sean William Kelley" , "Austin Aztex" ,
 "Jean Marie Vianney Hakizimana" , "AS Inter Star" ,
 "Kwame Steede" , "Devonshire Cougars" ,
 "Younis Khalifa Al-Mushaifri" , "Dhofar S.C.S.C." ,
 "Younis Khalifa Al-Mushaifri" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Branko Mihajlović" , "Hapoel Kfar Saba" ,
 "Pedro Jorge Marques Pereira" , "Austin Aztex U23" ,
 "Jean-Claude Ndarusanze" , "AS Inter Star" ,
 "Amir Nussbaum" , "Hapoel Kfar Saba" ,
 "Theofilos Kouroupis" , "Eordaikos 2007" ,
 "Matthew Gold" , "Austin Aztex U23" ,
 "Christos Tomaras" , "Eordaikos 2007" ,
 "David Cortés Caballero" , "AGF" ,
 "Hani Al-Dhabit Faraj Bait Al-Noobi" , "Dhofar S.C.S.C." ,
 "Hani Al-Dhabit Faraj Bait Al-Noobi" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Daymon Lodovica" , "CRKSV Jong Holland" ,
 "Arthur Sorin" , "AGF" ,
 "Ran Itzhak" , "Hapoel Kfar Saba" ,
 "Anton Alekseyevich Nikiforov" , "FC Metallurg Vyksa" ,
 "Kyle Helton" , "Austin Aztex U23" ,
 "Davrondzhon Tukhtasunov" , "Ravshan Kulob" ,
 "Idan David" , "Hapoel Kfar Saba" ,
 "Mohamed Naufer Mohamed Izzadeen" , "Ratnam SC" ,
 "Kieron Bernard" , "Austin Aztex" ,
 "Westley David Allen" , "Austin Aztex" ,
 "Vyacheslav Aleksandrovich Remizov" , "FC Metallurg Vyksa" ,
 "Stephan Campbell" , "Austin Aztex" ,
 "Nu'mon Xakimov" , "Ravshan Kulob" ,
 "David Devdariani" , "AGF" ,
 "Fernando Lopes Alcântara" , "Dhofar S.C.S.C." ,
 "Fernando Lopes Alcântara" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Oleg Andreyevich Bykov" , "FC Metallurg Vyksa" ,
 "Ian Fuller" , "Austin Aztex" ,
 "Ofir Amram" , "Hapoel Jerusalem F.C." ,
 "Marcus Solberg Mathiasen" , "AGF" ,
 "Aleksei Sergeyevich Shelyakov" , "FC Metallurg Vyksa" ,
 "Nikolai Sergeyevich Kabayev" , "FC Metallurg Vyksa" ,
 "Johnny Torres" , "402" ,
 "Cynthia Uwak" , "Åland United" ,
 "Kevin Sakuda" , "Austin Aztex" ,
 "Reef Mesika" , "Hapoel Kfar Saba" ,
 "Darius Cox" , "Devonshire Cougars" ,
 "Sayed Asim Hassan" , "ONGC" ,
 "Aula Naresh" , "ONGC" ,
 "Aleksandr Vladimirovich Davydov" , "FC Metallurg Vyksa" ,
 "Aleksei Dmitriyevich Kovalyov" , "FC Metallurg Vyksa" ,
 "Aleksei Vladimirovich Nibusin" , "FC Metallurg Vyksa" ,
 "Artyom Aleksandrovich Romanov" , "FC Metallurg Vyksa" ,
 "Basim Abdullah Al-Rajaibi" , "Dhofar S.C.S.C." ,
 "Basim Abdullah Al-Rajaibi" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Ivan Vladimirovich Strelov" , "FC Metallurg Vyksa" ,
 "Manuel Gonzalez" , "Austin Aztex U23" ,
 "Sergei Vladimirovich Makarov" , "FC Metallurg Vyksa" ,
 "Eugen Celeadnic" , "FC Speranţa Crihana Veche" ,
 "Juliette Mikaela Kemppi" , "Åland United" ,
 "Juan Leone Cruz" , "Austin Aztex U23" ,
 "Sami Mubarak Faraj Ba Owain" , "Dhofar S.C.S.C." ,
 "Sami Mubarak Faraj Ba Owain" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Morten Nordstrand Nielsen" , "AGF" ,
 "Kailash Patil" , "ONGC" ,
 "Steffen Bjørnebo Rasmussen" , "AGF" ,
 "Bajram Nebihi" , "FC Augsburg II" ,
 "Matthias Feys" , "KRC Waregem" ,
 "Andrei Tcaciuc" , "FC Speranţa Crihana Veche" ,
 "Johan Lædre Bjørdal" , "AGF" ,
 "Lawrence Olum" , "Austin Aztex" ,
 "Alain Bangama Ndizeye" , "AS Inter Star" ,
 "Helgi Valur Daníelsson" , "AGF" ,
 "Vitali Vladimirovich Aralin" , "FC Metallurg Vyksa" ,
 "Ryan Junge" , "402" ,
 "Ian Lake" , "CRKSV Jong Holland" ,
 "Pille Raadik" , "Åland United" ,
 "Domico Coddington" , "Devonshire Cougars" ,
 "Fyodor Ivanovich Osin" , "FC Metallurg Vyksa" ,
 "Jens Jønsson" , "AGF" ,
 "Elroy Kuylen" , "Ilagulei FC" ,
 "Adriano Afonso Thiel Munoz" , "PK Keski-Uusimaa" ,
 "Andrei Sergeevich Gotsmanov" , "402" ,
 "Omer Fadida" , "Hapoel Kfar Saba" ,
 "Ilya Sergeyevich Syomin" , "FC Metallurg Vyksa" ,
 "Daniel Christensen" , "AGF" ,
 "Ali Salim Obaid Bait Al-Nahar" , "Dhofar S.C.S.C." ,
 "Ali Salim Obaid Bait Al-Nahar" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Davit Skhirtladze" , "AGF" ,
 "Nabil Ashoor Ramadhan Bait Faraj Allah" , "Dhofar S.C.S.C." ,
 "Nabil Ashoor Ramadhan Bait Faraj Allah" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Randi Luther Pereira-Patterson" , "Austin Aztex" ,
 "Roger Frank Da Costa" , "Austin Aztex U23" ,
 "Dmitri Viktorovich Baulin" , "FC Metallurg Vyksa" ,
 "Barak Moshe" , "Hapoel Jerusalem F.C." ,
 "Jay Charles Needham" , "Austin Aztex" ,
 "Ahmed Hassan Daher" , "KF Fieri" ,
 "Vasile Cărăuș" , "FC Speranţa Crihana Veche" ,
 "Amer Said Al-Shatri" , "Dhofar S.C.S.C." ,
 "Amer Said Al-Shatri" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Sewram Gobin" , "AS Rivière du Rempart" ,
 "Quintón Christopher Edson Christina" , "CRKSV Jong Holland" ,
 "Apostolos Tsianakas" , "Eordaikos 2007" ,
 "Andy Selva" , "Fidene" ,
 "Marlangki Suting" , "Langsning" ,
 "Lance Watson" , "Austin Aztex" ,
 "Moritz Nebel" , "FC Augsburg II" ,
 "Joey Worthen" , "Austin Aztex" ,
 "Miguel Gastón Aguilar Egüez" , "Ilagulei FC" ,
 "Tarif Ahmed" , "ONGC" ,
 "Jean-Patrick Wakanumuné" , "AS Mont-Dore" ,
 "Stephen Petersen" , "AGF" ,
 "Darnel Situ-Buyente" , "AGF" ,
 "Karan Atwal" , "ONGC" ,
 "Pavel Vladimirovich Gizgizov" , "FC Metallurg Vyksa" ,
 "Ryan Joseph Mirsky" , "Austin Aztex U23" ,
 "Adi Soffer" , "Hapoel Jerusalem F.C." ,
 "Mihail Cabac" , "FC Speranţa Crihana Veche" ,
 "Hussain Ali Farah Al-Hadhri" , "Dhofar S.C.S.C." ,
 "Hussain Ali Farah Al-Hadhri" , نادي ظفار الرياضة و الثقافة و الاجتماعي ,
 "Timothy Walters" , "402" ,
 "John Barry Nusum" , "Virginia Beach Mariners" ,
 "Ricardo Roberto Bocanegra Vega" , "UAT" ,
 "Ricardo Pierre-Louis" , "Cleveland City Stars" ,
 "Roberto Ezequiel Floris" , "Tiro Federal" ,
 "Stephen Danbusky" , "Virginia Beach Mariners" ,
 "Urawa Red Diamonds Ladies" , "Urawa Reds Ladies" ,
 "Urawa Red Diamonds Ladies" , 浦和レッドダイヤモンズ・レディース ,
 "Zlatko Zebić" , "Chicago Riot" ,
 "Joshua Boateng" , "Cleveland City Stars" ,
 "Brian Cvilikas" , "Virginia Beach Mariners" ,
 "Sebastián Hugo Grazzini" , "Patronato" ,
 "Christopher Brisson" , "Chicago Riot" ,
 "Miguel Ángel Cuéllar" , "Rubio Ñu" ,
 "Leo Gibson" , "Cleveland City Stars" ,
 "Faqir Hussain" , "Seramiasht" ,
 "Juan Chang" , "Cascade Surge" ,
 "Peni Finau Lesubulamailepanoni" , "Nadroga F.C." ,
 "Magunima Tawali" , "Gomido" ,
 "Kolby LaCrone" , "Cleveland City Stars" ,
 "Kolby LaCrone" , "Louisville Lightning" ,
 "Alfredo Carlos Mazacotte" , "Rubio Ñu" ,
 "Jorge Alberto De Olivera" , "Rubio Ñu" ,
 "Giel Deferm" , "Lommel United" ,
 "Marián Timm" , "Szeged 2011" ,
 "Wutthisak Maneesook" , "Siam Navy F.C." ,
 "Wutthisak Maneesook" , ราชนาวี ,
 "Ibrahim 'Teteh' Bangura" , "Cleveland City Stars" ,
 "Thabiso Khumalo" , "Louisville Lightning" ,
 "Timothy O'Neill" , "Virginia Beach Mariners" ,
 "Georgie Wilson Welcome Collins" , "Siam Navy F.C." ,
 "Georgie Wilson Welcome Collins" , ราชนาวี ,
 "Julio Cesar Serrano" , "Estudiantes" ,
 "Oday Samir Zahran" , "Shabab Al-Ordon" ,
 "Steve Shak" , "Virginia Beach Mariners" ,
 "Alan Blayney" , "Glenavon" ,
 "Joseph Barton" , "Virginia Beach Mariners" ,
 "Odai Khadr Salem Al-Qarra" , "Shabab Al-Ordon" ,
 "Shahab Zahedi" , "Persepolis F.C. Academy" ,
 "Walter Silvestre Cubilla" , "Rubio Ñu" ,
 "Diego Alberto Galván" , "Estudiantes" ,
 "Jose Manuel Chatruc" , "Tiro Federal" ,
 "Leandro Diego Armani" , "Tiro Federal" ,
 "Steven Gillespie" , "Cleveland City Stars" ,
 "Vladislav Ivanov Yamukov" , "Svilengrad 1921" ,
 "Edward Santeliz de la Roca" , "Chicago Riot" ,
 "Lee Paul Scroggins" , "Virginia Beach Mariners" ,
 "Julio Enrique Gómez González" , "UAT" ,
 "Bekim Kapić" , "Szeged 2011" ,
 "Alejandro Matías Kruchowski" , "Estudiantes" ,
 "Alioune Gueye" , "Cleveland City Stars" ,
 "Maximiliano Caire" , "Patronato" ,
 "Matthew Nelson" , "Virginia Beach Mariners" ,
 "Ricardo Ariel Moreira" , "Tiro Federal" ,
 "Musa Khaled Ismaeel Al-Zubi" , "Shabab Al-Ordon" ,
 "Declan O'Brien" , "Glenavon" ,
 "Anthony Maurice Stovall, II" , "Cleveland City Stars" ,
 "Daniel Ruch" , "Virginia Beach Mariners" ,
 "Juan Pablo Orozco Lozano" , "UAT" ,
 "Denis Ramón Caniza Acuña" , "Rubio Ñu" ,
 "Ahmed Musa Al-Essawi" , "Shabab Al-Ordon" ,
 "Gary Hamilton" , "Glenavon" ,
 "Christopher Schwarze" , "Virginia Beach Mariners" ,
 "Joshua Nolz" , "Virginia Beach Mariners" ,
 "Russell Hutchison" , "Virginia Beach Mariners" ,
 "Lo'ai Salem Atallah Al-Amaireh" , "Shabab Al-Ordon" ,
 "Zoltán Jovánczai" , "Szeged 2011" ,
 "Thomas Tobias Seidelin" , "BSV" ,
 "Aquilino Villalba Sanabria" , "Rubio Ñu" ,
 "Gordon Kljestan" , "Cleveland City Stars" ,
 "Warren John Kanu" , "Cleveland City Stars" ,
 "Ricardo Ernesto Gómez" , "Patronato" ,
 "Luciano Federico Nieto" , "Estudiantes" ,
 "Frederic DeGand" , "Chicago Riot" ,
 "Mohammad Samir Yusuf Al-Emlah" , "Shabab Al-Ordon" ,
 "Eoin Bradley" , "Glenavon" ,
 "Amorn Thammanarm" , "Siam Navy F.C." ,
 "Amorn Thammanarm" , ราชนาวี ,
 "Félix Brillant Jr." , "Virginia Beach Mariners" ,
 "Mads H. Thomsen" , "BSV" ,
 "Diego Antonio Figueredo Matiauda" , "Rubio Ñu" ,
 "Touoly Arsène Oka" , "Cleveland City Stars" ,
 "Paul Ballard" , "Cleveland City Stars" ,
 "Stephen Cruickshank" , "Cleveland City Stars" ,
 "Alexander Ian Grant" , "21.0" ,
 "Dale Donald Eve" , "21.0" ,
 "George Waring" , "21.0" ,
 "James Bamidele Oluwatemi Alabi" , "21.0" ,
 "Oliver Shenton" , "21.0" ,
 "John Michael Hayden" , "Louisville Lightning" ,
 "Darren George Joseph Forsyth" , "Glenavon" ,
 "Jun Marques Davidson" , "Siam Navy F.C." ,
 "Jun Marques Davidson" , ราชนาวี ,
 "Roberto Sebastián Brum Gutiérrez" , "Patronato" ,
 "Yousef Mazen Al-Naber" , "Shabab Al-Ordon" ,
 "Michael Cvetkovski" , "Siam Navy F.C." ,
 "Michael Cvetkovski" , ราชนาวี ,
 "Evan William Bush" , "Cleveland City Stars" ,
 "Adolfo Justino Lima Camejo" , "Patronato" ,
 "Viktor Petrók" , "Szeged 2011" ,
 "Gary Ryan" , "Virginia Beach Mariners" ,
 "Jevrem Kosnić" , "Pisa" ,
 "Bence Varga" , "Szeged 2011" ,
 "Essam Abdallah Ibrahim Mubaideen" , "Shabab Al-Ordon" ,
 "Manuel López Mondragon" , "UAT" ,
 "Anas Abdel-Salem Al-Jbarat" , "Shabab Al-Ordon" ,
 "Hugo Sánchez Guerrero" , "UAT" ,
 "Sittisak Tarapan" , "Siam Navy F.C." ,
 "Sittisak Tarapan" , ราชนาวี ,
 "Stéphane Guillaume" , "Cleveland City Stars" ,
 "Anggello Marcial Machuca" , "Siam Navy F.C." ,
 "Anggello Marcial Machuca" , ราชนาวี ,
 "Jadid Khan Pathan" , "AFC Chaman" ,
 "Richard Hunter Gilstrap, Jr." , "Cleveland City Stars" ,
 "Juan José Arraya" , "Patronato" ,
 "Troy Dazrell Roberts" , "Cleveland City Stars" ,
 "Masihullah Barakzai" , "Seramiasht" ,
 "David Elebert" , "Glenavon" ,
 "Nicola Mingazzini" , "Pisa" ,
 "Arturo Javier Ledesma Pérez" , "UAT" ,
 "Bashir Ahmad Saadat" , "Seramiasht" ,
 "Miguel Ángel Pinto Jerez" , "UAT" ,
 "Terrence McAllister" , "Cleveland City Stars" ,
 "Gregory Simmonds" , "Virginia Beach Mariners" ,
 "Roberto Nicolás Saucedo" , "UAT" ,
 "Alan Woods" , "Virginia Beach Mariners" ,
 "Ryan Stewart" , "Cleveland City Stars" ,
 "Ferman Anthony Peters" , "Cleveland City Stars" ,
 "Lucas Emanuel Ayala Miño" , "UAT" ,
 "Kevin Robert Braniff" , "Glenavon" ,
 "Eddie Gabriel Hernández Padilla" , "UAT" ,
 "Roland Vargas-Aguilera" , "Cleveland City Stars" ,
 "Roland Vargas-Aguilera" , "Virginia Beach Mariners" ,
 "Eric Lee Carpenter" , "Cleveland City Stars" ,
 "Matías Alejandro Quiroga" , "Patronato" ,
 "Rawad Ahmed Ibrahim Abu Khizaran" , "Shabab Al-Ordon" ,
 "Filipe Andrade Teixeira" , "Petrolul Ploiești" ,
 "Claude Ernest Désiré Koum Maka" , "CF Găgăuzia" ,
 "Ifeanyi Victor Onyilo" , "Ermis Aradippou" ,
 "Emeka Christian Eze" , "Rangers International" ,
 "Maxime Loïc Feudjou Nguegang" , "Coton Sport" ,
 "Nikola Kovačević" , "Radnički 1923" ,
 "Kęstutis Ivaškevičius" , "Bnei Yehuda" ,
 "Alexandru Radu" , "Petrolul Ploiești" ,
 "Sebastian Ziajka" , "Zawisza Bydgoszcz" ,
 "Pedro Joaquín Galván" , "Bnei Yehuda" ,
 "Kristijan Ipša" , "Petrolul Ploiești" ,
 "Emanuel Jesus Bonfim Evaristo" , "Ermis Aradippou" ,
 "Ruslan Magametaliyevich Zyazikov" , "Angusht" ,
 "Sergei Aleksandrovich Shudrov" , "Angusht" ,
 "Amer Qasem Wrikat" , "Al-Baqa'a SC" ,
 "Fábio dos Santos Barbosa" , "2" ,
 "Sergei Viktorovich Ufayev" , "Angusht" ,
 "Bamidele Mathew Aiyenugba" , "Bnei Yehuda" ,
 "Astemir Khazretaliyevich Soblirov" , "Angusht" ,
 "Nebojša Mezei" , "FK Palić" ,
 "Bruno Henrique Turco" , "Ermis Aradippou" ,
 "Adam Ruslanovich Kottoyev" , "Angusht" ,
 "Laurențiu Nicolae Marinescu" , "Petrolul Ploiești" ,
 "Rafael Porcellis de Oliveira" , "Zawisza Bydgoszcz" ,
 "Mohammad Omar Abdel-Rahim Abdel-Haleem" , "Al-Baqa'a SC" ,
 "Aleksandar Janković" , "Radnički 1923" ,
 "Ohad Kadousi" , "Bnei Yehuda" ,
 אוהד קדוסי , "Bnei Yehuda" ,
